2,2,2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2
2,2,2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2
2,2,2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2
2,2,2,2,2,2,2,10,10,10,10,9,10,2,2,2,2,2,2,2
2,2,2,2,2,2,2,10,10,10,10,8,10,2,2,2,2,2,2,2
2,2,2,2,2,2,2,0,0,0,0,7,0,2,2,2,2,2,2,2
2,2,2,2,2,2,2,6,6,6,6,6,6,2,2,2,2,2,2,2
2,2,2,2,2,2,2,6,6,6,6,6,6,2,2,2,2,2,2,2
2,2,2,2,2,2,2,6,6,6,6,6,6,2,2,2,2,2,2,2
2,2,2,2,2,2,2,6,5,6,6,6,6,2,2,2,2,2,2,2
2,2,2,2,2,2,2,6,4,6,6,6,6,2,2,2,2,2,2,2
2,2,2,2,2,2,2,0,3,0,0,0,0,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,6,6,6,6,2,2,2,2,2,2,2,2
