342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342
342,342,342,314,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,315,342,342,342,342,342,342,342
342,342,342,343,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,341,342,342,342,342,342,342,342
342,342,342,343,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,341,342,342,342,342,342,342,342
342,342,342,343,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,341,342,342,342,342,342,342,342
342,342,342,343,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,341,342,342,342,342,342,342,342
342,342,342,343,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,341,342,342,342,342,342,342,342
342,342,342,343,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,23,24,24,24,24,24,24,24,294,295,295,296,24,24,24,24,24,24,24,25,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,341,342,342,342,342,342,342,342
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,371,372,372,372,372,372,372,372
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,401,402,402,402,402,402,402,402
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,294,295,295,296,54,54,54,54,54,54,54,55,-1,-1,-1,-1,401,402,402,402,402,402,402,402
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,401,402,402,402,402,402,402,402
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,401,402,402,402,402,402,402,402
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,401,402,402,402,402,402,402,402
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,431,432,432,432,432,432,432,432
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
342,342,342,343,-1,-1,-1,-1,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
