282,120,121,121,121,121,121,121,121,121,122,320,284
282,160,240,241,241,242,161,161,161,480,162,123,280
282,160,280,281,283,322,161,161,161,161,162,161,280
282,160,320,321,322,161,161,161,161,161,162,161,280
282,160,161,161,161,161,161,161,161,161,162,161,280
282,160,161,161,161,162,291,292,253,290,292,161,280
282,160,520,521,161,162,331,332,333,330,332,161,280
282,290,291,291,291,292,161,161,161,161,162,161,280
282,330,331,331,331,332,253,290,291,291,292,161,280
282,330,331,331,331,332,333,370,371,410,372,161,280
282,330,331,331,331,332,9,10,10,10,11,161,280
282,370,371,371,410,372,89,90,90,90,91,161,280
282,161,161,161,161,161,161,161,161,161,161,161,280
