2,21,21,25,25,29,28,29,25,25,21,21,17,17,17,17,17,17,21,21,21,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,25,25,29,27,29,25,25,21,21,17,17,17,17,17,17,21,21,21,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,25,25,0,26,0,25,25,21,21,17,17,17,17,17,17,0,0,0,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,25,25,25,25,25,25,25,21,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,25,24,25,25,25,25,25,21,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,25,23,25,25,25,25,25,21,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,0,22,0,0,0,0,0,21,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,2,2,2,2,2
2,21,21,21,21,21,21,21,21,21,21,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,20,21,2,2,2,2,2
2,21,21,21,21,21,21,21,21,21,20,21,17,17,17,17,17,17,17,17,17,17,17,17,21,21,21,21,19,21,2,2,2,2,2
2,21,21,21,21,21,21,21,21,21,19,21,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,18,0,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,18,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2
2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2
2,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2,2,2,2,2
2,17,17,15,17,17,17,17,17,17,21,21,21,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,21,2,2,2,2,2
2,0,0,14,0,0,17,17,17,17,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,17,17,17,21,21,2,2,2,2,2
2,13,13,13,13,13,17,17,17,17,21,21,21,21,0,0,0,0,0,0,0,13,13,13,13,17,17,17,21,21,2,2,2,2,2
2,13,-1,-1,-1,13,17,17,17,17,21,21,20,21,9,9,9,9,9,9,9,13,13,13,13,17,17,17,0,0,2,2,2,2,2
2,13,-1,-1,-1,13,17,17,17,17,21,21,19,21,9,9,9,9,9,9,9,13,13,12,13,17,17,17,17,17,2,2,2,2,2
2,13,-1,-1,-1,13,17,17,17,17,0,0,18,0,9,9,9,9,9,9,9,13,13,11,13,0,0,0,0,0,2,2,2,2,2
2,13,-1,-1,-1,13,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,0,0,10,0,0,0,0,0,0,2,2,2,2,2
2,13,13,12,13,13,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2
2,13,13,11,13,13,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,2,2,2,2,2
2,0,0,10,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,7,0,9,9,9,9,9,9,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,9,9,9,9,9,9,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,0,0,0,0,0,0,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2
2,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2
