-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,331,331,331,331,331,331,331,331,331,331,-1,-1
-1,-1,361,423,363,363,363,363,363,363,424,361,-1,-1
-1,-1,391,392,93,93,93,93,93,93,390,391,-1,-1
-1,-1,421,422,93,93,93,93,93,93,420,421,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
