342,342,342,342,342,342,342,342,342,342,342,342,342,342
342,314,372,372,372,372,372,372,372,372,372,372,315,342
342,343,402,402,402,402,402,402,402,402,402,402,341,342
342,343,402,402,402,402,402,402,402,402,402,402,341,342
342,343,402,402,402,402,402,402,402,402,402,402,341,342
342,343,432,432,432,432,432,432,432,432,432,432,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341,342
342,344,312,312,312,312,312,312,312,312,312,312,345,342
342,342,342,342,342,342,342,342,342,342,342,342,342,342
