826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827
826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827
826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827
826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827
826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827,826,736,737,827,826,766,766,827
826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827,826,766,766,827
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887,886,887
856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857,856,857
