631,632,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,630,631
631,632,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,603,661,661,661,661,661,661,661,661,661,662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,660,661,661,661,661,661,661,661,661,661,604,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,632,691,691,691,691,691,691,691,691,691,692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,690,691,691,691,691,691,691,691,691,691,630,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,632,721,721,721,721,721,721,721,721,721,722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,720,721,721,721,721,721,721,721,721,721,630,631,631,631,631,631,631,631,630,631
631,632,631,631,631,631,631,631,631,632,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,630,631,631,631,631,631,631,631,630,631
